Date,Close
6/1/2018,39.56
6/4/2018,39.78
6/5/2018,39.26
6/6/2018,39.49
6/7/2018,39.32
6/8/2018,39.78
6/11/2018,40.23
6/12/2018,40.43
6/13/2018,40.14
6/14/2018,40.4
6/15/2018,40.82
6/18/2018,40.18
6/19/2018,40.34
6/20/2018,40.76
6/21/2018,40.74
6/22/2018,41.3
6/25/2018,41.45
6/26/2018,41.18
6/27/2018,40.99
6/28/2018,40.9
6/29/2018,41
7/2/2018,40.86
7/3/2018,40.81
7/5/2018,41.86
7/6/2018,42.35
7/9/2018,42.17
7/10/2018,42.08
7/11/2018,42.25
7/12/2018,42.45
7/13/2018,42.83
7/16/2018,42.31
7/17/2018,42.83
7/18/2018,42.13
7/19/2018,42.24
7/20/2018,42.45
7/23/2018,41.68
7/24/2018,41.52
7/25/2018,41.5
7/26/2018,43.27
7/27/2018,42.9
7/30/2018,43
7/31/2018,43.38
8/1/2018,42.83
8/2/2018,43.16
8/3/2018,43.76
8/6/2018,43.27
8/7/2018,42.94
8/8/2018,42.39
8/9/2018,42.16
8/10/2018,41.94
8/13/2018,41.9
8/14/2018,41.87
8/15/2018,41.81
8/16/2018,42.11
8/17/2018,42.71
8/20/2018,42.82
8/21/2018,42.56
8/22/2018,42.26
8/23/2018,42.09
8/24/2018,42.39
8/27/2018,42.49
8/28/2018,42.25
8/29/2018,42.54
8/30/2018,42.44
8/31/2018,42.72
9/4/2018,42.62
9/5/2018,43.49
9/6/2018,43.49
9/7/2018,42.52
9/10/2018,42.9
9/11/2018,42.86
9/12/2018,43.35
9/13/2018,43.87
9/14/2018,43.8
9/17/2018,43.71
9/18/2018,43.47
9/19/2018,43.44
9/20/2018,43.87
9/21/2018,43.94
9/24/2018,43.45
9/25/2018,43.26
9/26/2018,43.24
9/27/2018,43.07
9/28/2018,42.96
10/1/2018,42.83
10/2/2018,43.23
10/3/2018,42.78
10/4/2018,42.37
10/5/2018,42.42
10/8/2018,42.92
10/9/2018,42.76
10/10/2018,42.27
10/11/2018,41.19
10/12/2018,41.12
10/15/2018,41.04
10/16/2018,41.28
10/17/2018,41.16
10/18/2018,41.04
10/19/2018,41.8
10/22/2018,41.44
10/23/2018,41.26
10/24/2018,41.32
10/25/2018,41
10/26/2018,40.11
10/29/2018,40.11
10/30/2018,42.12
10/31/2018,41.98
11/1/2018,42.37
11/2/2018,41.98
11/5/2018,42.71
11/6/2018,43.45
11/7/2018,43.66
11/8/2018,43.94
11/9/2018,44.3
11/12/2018,44.45
11/13/2018,44.08
11/14/2018,43.76
11/15/2018,43.94
11/16/2018,44.27
11/19/2018,44.43
11/20/2018,43.69
11/21/2018,43.48
11/23/2018,43.79
11/26/2018,43.95
11/27/2018,44.54
11/28/2018,44.42
11/29/2018,44.53
11/30/2018,44.98
12/3/2018,45.03
12/4/2018,44.47
12/6/2018,44.25
12/7/2018,43.8
12/10/2018,43.93
12/11/2018,44.21
12/12/2018,44.07
12/13/2018,44.35
12/14/2018,43.55
12/17/2018,42.81
12/18/2018,42.14
12/19/2018,41.41
12/20/2018,41.16
12/21/2018,40.68
12/24/2018,39.48
12/26/2018,40
12/27/2018,40.23
12/28/2018,39.89
12/31/2018,40.03
1/2/2019,39.89
1/3/2019,39.74
1/4/2019,40.84
1/7/2019,41.12
1/8/2019,42.08
1/9/2019,41.93
1/10/2019,42.34
1/11/2019,42.23
1/14/2019,42.48
1/15/2019,42.94
1/16/2019,42.67
1/17/2019,43.04
1/18/2019,43.36
1/22/2019,43.13
1/23/2019,43.51
1/24/2019,43.03
1/25/2019,42.72
1/28/2019,43.12
1/29/2019,43.43
1/30/2019,43.81
1/31/2019,46.26
2/1/2019,45.57
2/4/2019,46.11
2/5/2019,45.98
2/6/2019,46.2
2/7/2019,46.5
2/8/2019,46.9
2/11/2019,47.45
2/12/2019,47.55
2/13/2019,47.61
2/14/2019,47.32
2/15/2019,48.16
2/19/2019,48.1
2/20/2019,47.99
2/21/2019,48.41
2/22/2019,47.72
2/25/2019,47.21
2/26/2019,47.43
2/27/2019,47.13
2/28/2019,47.16
3/1/2019,47.23
3/4/2019,46.99
3/5/2019,46.93
3/6/2019,46.97
3/7/2019,46.81
3/8/2019,46.58
3/11/2019,47.12
3/12/2019,46.95
3/13/2019,47.28
3/14/2019,47.35
3/15/2019,47.8
3/18/2019,48.04
3/19/2019,48.24
3/20/2019,48.18
3/21/2019,48.88
3/22/2019,49.13
3/25/2019,49.41
3/26/2019,49.79
3/27/2019,49.63
3/28/2019,49.35
3/29/2019,49.92
4/1/2019,49.69
4/2/2019,49.64
4/3/2019,49.73
4/4/2019,49.65
4/5/2019,49.68
4/8/2019,49.61
4/9/2019,49.64
4/10/2019,49.7
4/11/2019,49.67
4/12/2019,49.79
4/15/2019,50.28
4/16/2019,50.12
4/17/2019,50.23
4/18/2019,50.09
4/22/2019,50.18
4/23/2019,50.36
4/24/2019,50.38
4/25/2019,50.01
4/26/2019,50.29
4/29/2019,50.53
4/30/2019,50.85
5/1/2019,51.64
5/2/2019,51.48
5/3/2019,51.76
5/6/2019,51.6
5/7/2019,51.01
5/8/2019,51.01
5/9/2019,51.35
5/10/2019,51.87
5/13/2019,51.19
5/14/2019,51.62
5/15/2019,51.83
5/16/2019,52.8
5/17/2019,52.23
