Date,Close
7/18/2019 16:00:00,119.87
7/19/2019 16:00:00,118.63
7/22/2019 16:00:00,118.69
7/23/2019 16:00:00,120.22
7/24/2019 16:00:00,121.3
7/25/2019 16:00:00,115.12
7/26/2019 16:00:00,115.49
7/29/2019 16:00:00,111.45
7/30/2019 16:00:00,112.04
7/31/2019 16:00:00,110.4
8/1/2019 16:00:00,110.8
8/2/2019 16:00:00,107.09
8/5/2019 16:00:00,103.6
8/6/2019 16:00:00,105.03
8/7/2019 16:00:00,106.63
8/8/2019 16:00:00,106.79
8/9/2019 16:00:00,104.82
8/12/2019 16:00:00,102.72
8/13/2019 16:00:00,106.04
8/14/2019 16:00:00,103.27
8/15/2019 16:00:00,104.95
8/16/2019 16:00:00,106.16
8/19/2019 16:00:00,107.67
8/20/2019 16:00:00,107.37
8/21/2019 16:00:00,109.82
8/22/2019 16:00:00,108.77
8/23/2019 16:00:00,106.04
8/26/2019 16:00:00,107.66
8/27/2019 16:00:00,107.45
8/28/2019 16:00:00,107.47
8/29/2019 16:00:00,109.21
8/30/2019 16:00:00,109.05
9/3/2019 16:00:00,106.75
9/4/2019 16:00:00,108.73
9/5/2019 16:00:00,111.46
9/6/2019 16:00:00,110.05
9/9/2019 16:00:00,105.43
9/10/2019 16:00:00,103.05
9/11/2019 16:00:00,104.02
9/12/2019 16:00:00,107.1
9/13/2019 16:00:00,107
9/16/2019 16:00:00,106.52
9/17/2019 16:00:00,107.5
9/18/2019 16:00:00,105.6
9/19/2019 16:00:00,106.12
9/20/2019 16:00:00,104.64
9/23/2019 16:00:00,105.11
9/24/2019 16:00:00,103.69
9/25/2019 16:00:00,104.14
9/26/2019 16:00:00,104.55
9/27/2019 16:00:00,102.2
9/30/2019 16:00:00,103.59
10/1/2019 16:00:00,102.53
10/2/2019 16:00:00,99.73
10/3/2019 16:00:00,101.03
10/4/2019 16:00:00,102.79
10/7/2019 16:00:00,101.62
10/8/2019 16:00:00,99.33
10/9/2019 16:00:00,99.89
10/10/2019 16:00:00,100.54
10/11/2019 16:00:00,101.58
10/14/2019 16:00:00,101.75
10/15/2019 16:00:00,103.59
10/16/2019 16:00:00,103.09
10/17/2019 16:00:00,103.63
10/18/2019 16:00:00,101.22
10/21/2019 16:00:00,101.44
10/22/2019 16:00:00,97.36
10/23/2019 16:00:00,96.64
10/24/2019 16:00:00,104.91
10/25/2019 16:00:00,107.19
10/28/2019 16:00:00,106.6
10/29/2019 16:00:00,105
10/30/2019 16:00:00,106.5
10/31/2019 16:00:00,104.1
11/1/2019 16:00:00,104.98
11/4/2019 16:00:00,102.81
11/5/2019 16:00:00,100.99
11/6/2019 16:00:00,100.63
11/7/2019 16:00:00,100.47
11/8/2019 16:00:00,101.42
11/11/2019 16:00:00,102.67
11/12/2019 16:00:00,102.03
11/13/2019 16:00:00,102.12
11/14/2019 16:00:00,103.73
11/15/2019 16:00:00,104.2
11/18/2019 16:00:00,103.66
11/19/2019 16:00:00,104.95
11/20/2019 16:00:00,104.09
11/21/2019 16:00:00,102.55
11/22/2019 16:00:00,101.77
11/25/2019 16:00:00,104.45
11/26/2019 16:00:00,106.2
11/27/2019 16:00:00,107.75
11/29/2019 13:00:00,108.01
12/2/2019 16:00:00,106.21
12/3/2019 16:00:00,105.59
12/4/2019 16:00:00,105
12/5/2019 16:00:00,104.59
12/6/2019 16:00:00,104.34
12/9/2019 16:00:00,103.78
12/10/2019 16:00:00,103.62
12/11/2019 16:00:00,105.51
12/12/2019 16:00:00,105.67
12/13/2019 16:00:00,107.65
12/16/2019 16:00:00,109.57
12/17/2019 16:00:00,108.46
12/18/2019 16:00:00,107.83
12/19/2019 16:00:00,108.88
12/20/2019 16:00:00,108.75
12/23/2019 16:00:00,108.61
12/24/2019 13:00:00,108.69
12/26/2019 16:00:00,109.75
12/27/2019 16:00:00,109.4
12/30/2019 16:00:00,107.97
12/31/2019 16:00:00,108.17
1/2/2020 16:00:00,110.75
1/3/2020 16:00:00,108.76
1/6/2020 16:00:00,110.17
1/7/2020 16:00:00,109.67
1/8/2020 16:00:00,111.82
1/9/2020 16:00:00,112.57
1/10/2020 16:00:00,112.93
1/13/2020 16:00:00,115.28
1/14/2020 16:00:00,114.64
1/15/2020 16:00:00,114.85
1/16/2020 16:00:00,115.4
1/17/2020 16:00:00,116.04
1/21/2020 16:00:00,116.15
1/22/2020 16:00:00,115.5
1/23/2020 16:00:00,117.89
1/24/2020 16:00:00,116.98
1/27/2020 16:00:00,115.24
1/28/2020 16:00:00,116.52
1/29/2020 16:00:00,116.66
1/30/2020 16:00:00,117.12
1/31/2020 16:00:00,113.89
2/3/2020 16:00:00,116.51
2/4/2020 16:00:00,120.08
2/5/2020 16:00:00,119.72
2/6/2020 16:00:00,119.89
2/7/2020 16:00:00,118.88
2/10/2020 16:00:00,120.06
2/11/2020 16:00:00,118.84
2/12/2020 16:00:00,118.56
2/13/2020 16:00:00,120.51
2/14/2020 16:00:00,122.99
2/18/2020 16:00:00,122.27
2/19/2020 16:00:00,123.91
2/20/2020 16:00:00,122.43
2/21/2020 16:00:00,119.49
2/24/2020 16:00:00,116.44
2/25/2020 16:00:00,109.66
2/26/2020 16:00:00,109.11
2/27/2020 16:00:00,107.84
2/28/2020 16:00:00,107.99
3/2/2020 16:00:00,112.86
3/3/2020 16:00:00,109.76
3/4/2020 16:00:00,115.3
3/5/2020 16:00:00,112.18
3/6/2020 16:00:00,110.89
3/9/2020 16:00:00,101.63
3/10/2020 16:00:00,109.74
3/11/2020 16:00:00,103.9
3/12/2020 16:00:00,96.96
3/13/2020 16:00:00,110.15
3/16/2020 16:00:00,92.72
3/17/2020 16:00:00,97.87
3/18/2020 16:00:00,91.46
3/19/2020 16:00:00,93.69
3/20/2020 16:00:00,86.68
3/23/2020 16:00:00,85.26
3/24/2020 16:00:00,97.29
3/25/2020 16:00:00,95.71
3/26/2020 16:00:00,100.63
3/27/2020 16:00:00,93.48
3/30/2020 16:00:00,97.03
3/31/2020 16:00:00,95.74
4/1/2020 16:00:00,91.38
4/2/2020 16:00:00,93.52
4/3/2020 16:00:00,92.39
4/6/2020 16:00:00,101.67
4/7/2020 16:00:00,100.28
4/8/2020 16:00:00,105.06
4/9/2020 16:00:00,105.84
4/13/2020 16:00:00,105.98
4/14/2020 16:00:00,109.79
4/15/2020 16:00:00,107.95
4/16/2020 16:00:00,108.31
4/17/2020 16:00:00,111.85
4/20/2020 16:00:00,112.17
4/21/2020 16:00:00,107.54
4/22/2020 16:00:00,115.19
4/23/2020 16:00:00,115.24
4/24/2020 16:00:00,120.18
4/27/2020 16:00:00,120.53
4/28/2020 16:00:00,116.14
4/29/2020 16:00:00,123.58
4/30/2020 16:00:00,123
5/1/2020 16:00:00,120.61
5/4/2020 16:00:00,123.66
5/5/2020 16:00:00,125.43
5/6/2020 16:00:00,128.31
5/7/2020 16:00:00,146.29
5/8/2020 16:00:00,144.96
5/11/2020 16:00:00,143.96
5/12/2020 16:00:00,141.03
5/13/2020 16:00:00,143.73
5/14/2020 16:00:00,144.41
5/15/2020 16:00:00,145.51
5/18/2020 16:00:00,146.24
5/19/2020 16:00:00,145.39
5/20/2020 16:00:00,150.94
5/21/2020 16:00:00,148.22
5/22/2020 16:00:00,150.86
5/26/2020 16:00:00,147
5/27/2020 16:00:00,145.96
5/28/2020 16:00:00,148.79
5/29/2020 16:00:00,155.01
6/1/2020 16:00:00,154.53
6/2/2020 16:00:00,157.49
6/3/2020 16:00:00,156.78
6/4/2020 16:00:00,154.6
6/5/2020 16:00:00,156
6/8/2020 16:00:00,156.09
6/9/2020 16:00:00,156.86
6/10/2020 16:00:00,159.91
6/11/2020 16:00:00,153.04
6/12/2020 16:00:00,155.26
6/15/2020 16:00:00,157.55
6/16/2020 16:00:00,161.22
6/17/2020 16:00:00,163.83
6/18/2020 16:00:00,168.05
6/19/2020 16:00:00,164.36
6/22/2020 16:00:00,170.26
6/23/2020 16:00:00,172.79
6/24/2020 16:00:00,168
6/25/2020 16:00:00,172.5
6/26/2020 16:00:00,170.87
6/29/2020 16:00:00,168.35
6/30/2020 16:00:00,174.23
7/1/2020 16:00:00,177.43
7/2/2020 16:00:00,177.21
7/6/2020 16:00:00,176.18
7/7/2020 16:00:00,177.28
7/8/2020 16:00:00,181.57
7/9/2020 16:00:00,183.23
7/10/2020 16:00:00,178.4
7/13/2020 16:00:00,171.51
7/14/2020 16:00:00,172.3
7/15/2020 16:00:00,172.06
7/16/2020 16:00:00,169.81
7/17/2020 16:00:00,173.92
