Date,Close
7/18/2019 16:00:00,170.18
7/19/2019 16:00:00,168.44
7/22/2019 16:00:00,171.32
7/23/2019 16:00:00,175.66
7/24/2019 16:00:00,178.66
7/25/2019 16:00:00,173.38
7/26/2019 16:00:00,175.07
7/29/2019 16:00:00,174.82
7/30/2019 16:00:00,175.45
7/31/2019 16:00:00,168.72
8/1/2019 16:00:00,164.92
8/2/2019 16:00:00,161.19
8/5/2019 16:00:00,150.79
8/6/2019 16:00:00,152.35
8/7/2019 16:00:00,153.89
8/8/2019 16:00:00,158.26
8/9/2019 16:00:00,154.18
8/12/2019 16:00:00,151.45
8/13/2019 16:00:00,156.05
8/14/2019 16:00:00,150.07
8/15/2019 16:00:00,148.77
8/16/2019 16:00:00,159.56
8/19/2019 16:00:00,170.78
8/20/2019 16:00:00,167.87
8/21/2019 16:00:00,171.23
8/22/2019 16:00:00,171.48
8/23/2019 16:00:00,162.44
8/26/2019 16:00:00,165.45
8/27/2019 16:00:00,161.8
8/28/2019 16:00:00,161.22
8/29/2019 16:00:00,167
8/30/2019 16:00:00,167.51
9/3/2019 16:00:00,164.17
9/4/2019 16:00:00,168.76
9/5/2019 16:00:00,179.74
9/6/2019 16:00:00,178.65
9/9/2019 16:00:00,180.5
9/10/2019 16:00:00,183.18
9/11/2019 16:00:00,184.33
9/12/2019 16:00:00,184.27
9/13/2019 16:00:00,181.94
9/16/2019 16:00:00,180.21
9/17/2019 16:00:00,181.07
9/18/2019 16:00:00,179.98
9/19/2019 16:00:00,176.94
9/20/2019 16:00:00,172.69
9/23/2019 16:00:00,174.84
9/24/2019 16:00:00,172.53
9/25/2019 16:00:00,178.23
9/26/2019 16:00:00,177.34
9/27/2019 16:00:00,171.76
9/30/2019 16:00:00,174.07
10/1/2019 16:00:00,174
10/2/2019 16:00:00,173.04
10/3/2019 16:00:00,181.31
10/4/2019 16:00:00,181.97
10/7/2019 16:00:00,184.33
10/8/2019 16:00:00,177.23
10/9/2019 16:00:00,180.71
10/10/2019 16:00:00,183.03
10/11/2019 16:00:00,185.99
10/14/2019 16:00:00,186.53
10/15/2019 16:00:00,196.37
10/16/2019 16:00:00,194.21
10/17/2019 16:00:00,194.29
10/18/2019 16:00:00,190.49
10/21/2019 16:00:00,196.01
10/22/2019 16:00:00,195.61
10/23/2019 16:00:00,195.09
10/24/2019 16:00:00,196.86
10/25/2019 16:00:00,204.54
10/28/2019 16:00:00,206.79
10/29/2019 16:00:00,202.92
10/30/2019 16:00:00,203
10/31/2019 16:00:00,201.02
11/1/2019 16:00:00,202.59
11/4/2019 16:00:00,210.5
11/5/2019 16:00:00,209.61
11/6/2019 16:00:00,207.63
11/7/2019 16:00:00,208.34
11/8/2019 16:00:00,207.78
11/11/2019 16:00:00,208.18
11/12/2019 16:00:00,209.61
11/13/2019 16:00:00,208.57
11/14/2019 16:00:00,209.79
11/15/2019 16:00:00,204.19
11/18/2019 16:00:00,212.28
11/19/2019 16:00:00,207.99
11/20/2019 16:00:00,211.18
11/21/2019 16:00:00,210.18
11/22/2019 16:00:00,210.89
11/25/2019 16:00:00,221.21
11/26/2019 16:00:00,217
11/27/2019 16:00:00,218.24
11/29/2019 13:00:00,216.74
12/2/2019 16:00:00,209.25
12/3/2019 16:00:00,207.66
12/4/2019 16:00:00,209.42
12/5/2019 16:00:00,208.74
12/6/2019 16:00:00,212.17
12/9/2019 16:00:00,212.17
12/10/2019 16:00:00,213.98
12/11/2019 16:00:00,217.34
12/12/2019 16:00:00,224.07
12/13/2019 16:00:00,223.99
12/16/2019 16:00:00,225.15
12/17/2019 16:00:00,228.29
12/18/2019 16:00:00,229.51
12/19/2019 16:00:00,235.46
12/20/2019 16:00:00,239.37
12/23/2019 16:00:00,238.82
12/24/2019 13:00:00,238.62
12/26/2019 16:00:00,239.19
12/27/2019 16:00:00,236.87
12/30/2019 16:00:00,232.32
12/31/2019 16:00:00,235.3
1/2/2020 16:00:00,239.91
1/3/2020 16:00:00,236.07
1/6/2020 16:00:00,237.06
1/7/2020 16:00:00,239.93
1/8/2020 16:00:00,240.38
1/9/2020 16:00:00,243.02
1/10/2020 16:00:00,244.32
1/13/2020 16:00:00,251.98
1/14/2020 16:00:00,247.28
1/15/2020 16:00:00,245.57
1/16/2020 16:00:00,248.93
1/17/2020 16:00:00,249.28
1/21/2020 16:00:00,247.94
1/22/2020 16:00:00,250.05
1/23/2020 16:00:00,252.86
1/24/2020 16:00:00,250.48
1/27/2020 16:00:00,240.2
1/28/2020 16:00:00,247.97
1/29/2020 16:00:00,245.54
1/30/2020 16:00:00,245.81
1/31/2020 16:00:00,236.43
2/3/2020 16:00:00,240.33
2/4/2020 16:00:00,247.13
2/5/2020 16:00:00,250.76
2/6/2020 16:00:00,254.25
2/7/2020 16:00:00,251.59
2/10/2020 16:00:00,262.97
2/11/2020 16:00:00,267.89
2/12/2020 16:00:00,272.54
2/13/2020 16:00:00,270.78
2/14/2020 16:00:00,289.79
2/18/2020 16:00:00,296.57
2/19/2020 16:00:00,314.7
2/20/2020 16:00:00,308.7
2/21/2020 16:00:00,294.07
2/24/2020 16:00:00,273.28
2/25/2020 16:00:00,262.05
2/26/2020 16:00:00,267.65
2/27/2020 16:00:00,252.6
2/28/2020 16:00:00,270.07
3/2/2020 16:00:00,276.43
3/3/2020 16:00:00,265.89
3/4/2020 16:00:00,284.51
3/5/2020 16:00:00,273.29
3/6/2020 16:00:00,266.04
3/9/2020 16:00:00,245.44
3/10/2020 16:00:00,261.08
3/11/2020 16:00:00,246.47
3/12/2020 16:00:00,216.31
3/13/2020 16:00:00,240.84
3/16/2020 16:00:00,196.4
3/17/2020 16:00:00,217.27
3/18/2020 16:00:00,202.82
3/19/2020 16:00:00,212.97
3/20/2020 16:00:00,205.75
3/23/2020 16:00:00,212.69
3/24/2020 16:00:00,249.18
3/25/2020 16:00:00,245.62
3/26/2020 16:00:00,257.24
3/27/2020 16:00:00,252.73
3/30/2020 16:00:00,265.59
3/31/2020 16:00:00,263.6
4/1/2020 16:00:00,243.07
4/2/2020 16:00:00,255.47
4/3/2020 16:00:00,243.91
4/6/2020 16:00:00,268.4
4/7/2020 16:00:00,259.03
4/8/2020 16:00:00,266.95
4/9/2020 16:00:00,262.95
4/13/2020 16:00:00,269.85
4/14/2020 16:00:00,283.95
4/15/2020 16:00:00,280.84
4/16/2020 16:00:00,294.7
4/17/2020 16:00:00,292.32
4/20/2020 16:00:00,287.05
4/21/2020 16:00:00,269.51
4/22/2020 16:00:00,286.15
4/23/2020 16:00:00,284.01
4/24/2020 16:00:00,289.59
4/27/2020 16:00:00,297.08
4/28/2020 16:00:00,291.36
4/29/2020 16:00:00,298.46
4/30/2020 16:00:00,292.28
5/1/2020 16:00:00,282.78
5/4/2020 16:00:00,291.29
5/5/2020 16:00:00,293.74
5/6/2020 16:00:00,297.79
5/7/2020 16:00:00,304.87
5/8/2020 16:00:00,312.5
5/11/2020 16:00:00,322.62
5/12/2020 16:00:00,312.1
5/13/2020 16:00:00,311.2
5/14/2020 16:00:00,321.22
5/15/2020 16:00:00,339.63
5/18/2020 16:00:00,350.01
5/19/2020 16:00:00,352.22
5/20/2020 16:00:00,358.8
5/21/2020 16:00:00,351.01
5/22/2020 16:00:00,361.05
5/26/2020 16:00:00,348.71
5/27/2020 16:00:00,341.01
5/28/2020 16:00:00,339.48
5/29/2020 16:00:00,355.02
6/1/2020 16:00:00,352.25
6/2/2020 16:00:00,353.01
6/3/2020 16:00:00,350.78
6/4/2020 16:00:00,350.66
6/5/2020 16:00:00,356.8
6/8/2020 16:00:00,352.2
6/9/2020 16:00:00,361.84
6/10/2020 16:00:00,374.67
6/11/2020 16:00:00,351.85
6/12/2020 16:00:00,357.3
6/15/2020 16:00:00,366.95
6/16/2020 16:00:00,362.74
6/17/2020 16:00:00,369.44
6/18/2020 16:00:00,368.72
6/19/2020 16:00:00,370.45
6/22/2020 16:00:00,381.07
6/23/2020 16:00:00,378
6/24/2020 16:00:00,369.42
6/25/2020 16:00:00,379.6
6/26/2020 16:00:00,366.2
6/29/2020 16:00:00,368
6/30/2020 16:00:00,379.91
7/1/2020 16:00:00,381.2
7/2/2020 16:00:00,384.49
7/6/2020 16:00:00,393.57
7/7/2020 16:00:00,394.87
7/8/2020 16:00:00,408.64
7/9/2020 16:00:00,420.36
7/10/2020 16:00:00,419.17
7/13/2020 16:00:00,402.09
7/14/2020 16:00:00,415.08
7/15/2020 16:00:00,409.09
7/16/2020 16:00:00,405.39
7/17/2020 16:00:00,408.06
